X,Y,OBJECTID,REF_NUM,DATE_REV,EVENT_DATE,TRUE_SINK,LONGDD,LATDD,COUNTY,TWNSHP,TWNSHP_D,RANGE,RANGE_D,SECTION,QTRSECT1,QTRSECT2,ACCURACY,RPT_SOURCE,RPT_NAME,OCITY,OZIP,SIZDIM,SINSHAPE,SINLNGTH,SINWIDTH,SINDEPTH,SLOPE,WATSIN,WATBLS,LIMVIS,CAVVIS,SUBRATE,PROPDAM,REPAIR_S,DRAINSTR,SOILTYPE,COMMENTS,COMMENTS_2,ACCESS_
-82.5380716284269,28.8885526498945,438,02-027,2015/04/02 00:00:00+00,2003/07/26 00:00:00+00,U,-82.53806817,28.88854725,CITRUS,18,S,17,E,25,NE,NE,PARCEL,,,CRYSTAL RIVER,,E,C,30,30,8,,U,,U,U,S,Y,Unknown,Unknown,UNKNOWN,LARGE SH. AT LEAST 6 SH'S FORMED IN AREA. ONE SH CAUSED BROKEN WATER MAIN. SWP030726-4898. END. . .,,. .
-82.4305102715147,28.0325800868041,439,10-720,2016/11/04 00:00:00+00,1973/06/03 00:00:00+00,U,-82.43050688,28.03257489,HILLSBOROUGH,28,S,19,E,20,,NW,QTR3,,,TAMPA,,E,C,10,10,7,,N,,N,N,U,N,Unknown,Unknown,UNKNOWN,NO COMMENTS. END. . . . . .,Currently located at Busch and 22nd instead of Busch and 26th. Moved to the correct intersection.,"BUSCH BLVD & 26TH ST. TAMPA, FL."
-82.3021839495887,28.7423852245884,440,02-042,2015/06/19 00:00:00+00,1995/10/05 00:00:00+00,U,-82.30218057,28.74237986,CITRUS,20,S,20,E,15,SW,SW,PARCEL,,,FLORAL CITY,,E,E,2,3,4,90,N,,N,Y,U,N,Planned,Unknown,CLEAN SAND,END. . . . . . .,,. .
-81.3039461837886,28.7676056258841,441,77-707,1970/01/01 00:00:00+00,2014/05/27 00:00:00+00,U,-81.30394309,28.76760023,SEMINOLE,20,S,30,E,37,SW,SE,PARCEL,Seminole FR,,Sanford,32773,U,U,3,3,1,,N,,U,U,U,U,Unknown,Unknown,,SH affected Winding Ridge Drive. ,,
-82.5558699898812,28.0614831898555,442,10-639,2015/12/09 00:00:00+00,1986/04/12 00:00:00+00,U,-82.55586656,28.06147799,HILLSBOROUGH,28,S,17,E,12,NW,SE,PARCEL,FSRI,,TAMPA,,E,C,20,20,,,U,,U,U,S,Y,Repaired,Unknown,UNKNOWN,200 YARDS OF CONCRETE PUMPED UNDER HOUSE SLAB.. FASTEST SUBSIDENCE WAS WHEN PUMPING BEGAN ON 6/5/86. . . . . .,Plotting appr. 100 ft. SE of listed address. Moved to 6716 Rosemary Dr.,"6716 ROSEMARY. TAMPA, FL."
-82.5416800002468,28.4698599999715,443,08-768,2015/11/02 00:00:00+00,2012/08/03 00:00:00+00,U,-82.54167656,28.4698547,HERNANDO,23,S,18,E,19,NW,SE,GPSSA,Hernando Co WP,,Springhill,,E,E,5,2,0.5,,U,,U,U,R,Y,Repaired,Unknown,"SAND, CLAYEY SAND, SANDY CLAY","5' long x 2' wide, 6"" deep and growing; Hernando Co Public Works representative says GPR indicates the sinkholes are not reactivations of previous subsidences at that intersection, and GPR indicates the sinkhole maybe 10' dia, 13' deep; SWO# 2012-5560",,
-82.5898235445789,28.4814427012146,444,08-118,2015/11/03 00:00:00+00,2002/12/15 00:00:00+00,U,-82.58982009,28.4814374,HERNANDO,23,S,17,E,15,NE,SE,QTR2,,,SPRING HILL,,E,C,6,6,2,,N,,U,U,U,Y,Not Repaired,Unknown,UNKNOWN,SINK UINDER CORNER OF HOUSE. RESIDENCE DEEMED UNSAFE. SWP021215-6729. END. . . .,"Plotted at TRS and Lat/Lon given by the report, but the address listed is appr. 6000 ft. away. Moved to listed address.",. .
-82.5986325174305,28.9150537701686,445,02-835,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,U,-82.59862904,28.91504837,CITRUS,18,S,17,E,16,SW,NW,PARCEL,Citrus County SO,Carolyn,Cystal River,,U,U,1.5,1.5,,,U,,U,U,U,U,Unknown,Unknown,,Sinkhole is 18 inches across and has an unknown depth. Occurred in roadway.  Roadway damaged,,
-82.442990359823,28.1502551665789,446,10-785,2015/12/23 00:00:00+00,1980/03/14 00:00:00+00,U,-82.44298696,28.15024995,HILLSBOROUGH,27,S,19,E,7,SW,NE,QTR1,FSRI,,,,E,C,6,6,0.08,,N,,N,N,U,Y,Unknown,Unknown,UNKNOWN,HAIRLINE CRACKS IN FOUNDATION OF HOUSE.. END. . . . . .,No property address or relative location is given. Lat/Lon plots in a retention pond. Moved off of private property on to Kensington Woods Dr. due to lack of information.,. .
-82.5385936839008,28.4779247492996,447,08-143,2015/11/05 00:00:00+00,1999/03/11 00:00:00+00,U,-82.53859024,28.47791945,HERNANDO,23,S,18,E,18,SE,SE,QTR3,HERNANDO CO. EMERGENCY MANAGEMENT,DAVID A. CASTO,SPRING HILL,34609,E,C,25,25,12,50,N,,N,N,R,Y,Repaired,Unknown,ORANGE CLAYEY SAND,IRRIGATION WELL BEING DRILLED . SIDEWALK COLLAPSED. OWNER FILLED WITH 4 LOADS OF DIRT. END. . . .,"Currently plots 850 ft. from listed address. Section is listed as 19 on the report, but the address is located in section 18. Moved to correct parcel that matches with owner.",. .
-82.1497989995808,28.0196270003356,448,10-1044,2016/10/31 00:00:00+00,2010/01/14 00:00:00+00,U,-82.14979568,28.0196218,HILLSBOROUGH,28,S,22,E,30,SE,NW,QTR1,City of Plant City,Zack Knezevic,,,U,U,,,,,U,,U,U,U,U,Unknown,Unknown,,Depression found in westbound lane. Unknown dimensions.,"No paper record, listed address does not appear on cadastral, matches where google maps places listed address, location not moved",
-82.1774368014894,28.8215465718589,449,18-700,2016/01/20 00:00:00+00,1980/03/27 00:00:00+00,U,-82.17743345,28.82154118,SUMTER,19,S,21,E,23,NE,SW,SECTION,,,,,U,E,4,8,,,U,,U,U,U,U,Unknown,Unknown,,,,
-81.3366666700934,28.6883333298342,450,77-050,2016/10/21 00:00:00+00,2000/06/07 00:00:00+00,U,-81.33666357,28.68832795,SEMINOLE,21,S,30,E,5,NW,SE,QTR3,,,LONGWOOD,,U,U,,,,,U,,U,U,U,U,Unknown,Unknown,UNKNOWN,CRACKS IN OUTSIDE WALLS OF PRIVATE PROPERTY. LOCAL FD NOTED WHERE CRACKS BEGAN AND ENDED. LOCAL FD WILL WATCH. SH UNCONFIRMED. SWP000607-2901. END. .,"No paper record, currently matches available location info, location not moved",. .
-81.1729921077264,28.569708886658,451,75-716,2019/10/15 00:00:00+00,2019/10/15 00:00:00+00,N,-81.172995,28.569709,ORANGE,22,S,31,E,13,SW,SW,UNKWN,Private Citizen,Victoria,,,U,U,,,,,U,,U,U,U,Y,Unknown,Unknown,,Home of reporting party effected,SWO# 2019-5815,
-82.6245469686104,28.9700700837346,452,02-512,2015/06/30 00:00:00+00,1982/09/14 00:00:00+00,U,-82.62454348,28.97006467,CITRUS,17,S,17,E,30,NE,SW,SECTION,,,BUSHNELL,,E,E,3,4,8,60,Y,3,U,Y,R,U,Unknown,Unknown,UNKNOWN,NEAR 502. ON LINE 512. END. . . . .,Contradicting location info,"HWY 488 OFF HWY 19 N.. CRYSTAL RIVER, FL."
-82.2386103900813,27.9816343293255,453,10-601,2015/12/03 00:00:00+00,1985/01/21 00:00:00+00,U,-82.23860705,27.98162914,HILLSBOROUGH,29,S,21,E,6,SE,SE,QTR2,FSRI,,,,E,C,13,13,,,N,,N,N,U,N,Repaired,Unknown,SCRANTON FINE SAND,FREEZE PROTECTION PUMPING AT THIS TIME. END. . . . . .,,". WALDEN-SHEFFIELD ROAD. DOVER, FL"
-82.5665034449401,28.5019053042268,454,08-531,2015/11/12 00:00:00+00,1987/10/30 00:00:00+00,U,-82.56649999,28.5019,HERNANDO,23,S,17,E,12,,NE,QTR3,FSRI,,SPRING HILL,,E,E,30,15,2,,N,,N,U,U,Y,Repaired,Unknown,UNKNOWN,"FILLED WITH 48 CUBIC YARDS OF GROUT. COVERED BY. ALLSTATE INSURANCE,CLAIM NUMBER 225887878. . . . . .","Plotting 200 ft. east of the proper address.	Moved to 9339 Mallard St.","9339 MALLARD ST. SPRING HILL, FL."
-82.6541108355542,28.3841488720509,455,14-563,2016/03/01 00:00:00+00,1987/02/25 00:00:00+00,U,-82.65410736,28.3841436,PASCO,24,S,16,E,24,SW,NE,PARCEL,FSRI,,HUDSON,33553,E,C,7,7,10,60,N,,U,N,R,N,Unknown,Unknown,UNKNOWN,"999.0. NEAR 14-561, 14-562, 14-564, 14-565. . . . . .","Plotting 938 ft. SW of given address. Moved to 15609 Becky Ln, Hudson, FL.","15609 BECKY LANE. HUDSON, FL 33553."
-81.8708333302201,27.9511111099748,456,16-562,2016/07/22 00:00:00+00,1970/01/01 00:00:00+00,U,-81.8708301,27.95110592,POLK,29,S,24,E,24,NW,NW,TWNRNG,FSRI,,,,U,U,,,,,U,,U,U,U,Y,Repaired,Unknown,UNKNOWN,NO COMMENTS. END. . . . . .,"Currently matches all available paper record location information, location not moved",. SOUTH OF HIGHLAND CITY. ON GRIFFEN ROAD
-81.8155032456406,28.8373354036136,457,11-522,2016/01/18 00:00:00+00,1964/05/26 00:00:00+00,U,-81.8155,28.83733,LAKE,19,S,25,E,16,SW,NE,SECTION,,,,,E,C,60,60,50,,U,,U,U,U,Y,Unknown,Unknown,UNKNOWN,NO COMMENTS. END. . . . . .,Moved to SR 44 near Silver Lake. The provided lat/long plots in a different section than what was listed.,. 5 MILES EAST OF LEESBURG. CLOSE TO S.R. 44 AND SILVER LAKE
-81.3356045205477,28.5676398014751,458,75-596,2014/07/11 00:00:00+00,1987/12/07 00:00:00+00,U,-81.33560142,28.56763445,ORANGE,22,S,30,E,20,NW,NE,PARCEL,FSRI,,ORLANDO,,E,C,3,3,1,,N,,N,N,R,N,Planned,Unknown,SANDY,SINKHOLE LOCATED NEAR SINKHOLES 75-523 AND 75-554. SINKHOLE. LOCATED 2 FEET FROM HOUSE.. . . . . .,Moved to 4002 Corrine Dr,"4002 CORRINE DR. ORLANDO, FL."
-81.8070310721846,27.8842285626919,459,16-871,2016/10/06 00:00:00+00,1975/03/17 00:00:00+00,U,-81.807,27.8842,POLK,30,S,23,E,1,NW,SW,QTR3,USGS sir2009-5140,Patty Metz,,,E,E,28,17,4.5,,U,,Y,U,U,U,Unknown,Unknown,,"Catacombs NO.4 ;Karst window; 4.5 ft deep ; from USGS sir2009-5140; see report for further details",Moved to location listed in sir2009-5140 USGS report,
-82.6583333301983,28.3388888902706,460,14-728,2016/03/10 00:00:00+00,1970/01/01 00:00:00+00,U,-82.65832986,28.33888363,PASCO,25,S,16,E,1,SE,NW,SECTION,FSRI,,,,U,U,,,,,U,,U,U,U,U,Unknown,Unknown,UNKNOWN,SINCLAIR NOTES NUMBEROUS CRACKS IN HOUSE EXTERIOR.  NO OTHER DATA GIVEN.. END. . . . . .,No address is given.,NEW PORT RICHEY. .
-82.5074670003034,28.4355290001555,461,08-119,2015/11/04 00:00:00+00,2002/12/17 00:00:00+00,U,-82.50746357,28.43552371,HERNANDO,23,S,18,E,33,SW,SE,PARCEL,FGS,EL MOULTON,SPRING HILL,,U,U,,,,,U,,U,U,U,Y,Unknown,Unknown,UNKNOWN,SINK OPENED UNDER HOME AND DAMAGED FOUNDATION. HOME WAS EVACUATED. RESIDENTS OWN THE HOME AND HAVE INSURANCE. SWP021218-6765. END. . .,,. .
-82.4939286865264,28.1972117755196,462,14-776,2017/11/07 00:00:00+00,2017/08/11 00:00:00+00,U,-82.49393,28.197206,PASCO,26,S,18,E,27,NW,NE,PARCEL,Pasco County FR,John Mann,,,U,U,4,4,2,,U,,U,U,U,U,Unknown,Unknown,,"Pasco County Fire Rescue reports potential sink hole in Land O'Lakes. The potential sink hole is 4ft in diameter, 2ft deep. In parking lot at incident near manhole cover. Public Works, Roads and Bridge Department, local EM Department have been notified.","In the report, they gave the address where the sinkhole was and the coordinates, which did not match up exactly, in the report they said that the sinkhole was by a man hole in the parking lot, so I used the coordinates that lined up with the parking lot",
-81.8861188901453,28.0737728098814,463,16-527,2016/07/15 00:00:00+00,1954/09/15 00:00:00+00,U,-81.88611565,28.07376759,POLK,28,S,24,E,2,,SW,SECTION,FSRI,,,,U,U,22,22,4,,U,,U,U,U,U,Unknown,Unknown,UNKNOWN,NO COMMENTS. END. . . . . .,"TRS and Lat/Long is the most precise location info available. Currently located in correct TRS, location not moved",. .
-82.735634546349,28.0558556085974,464,15-540,2016/02/09 00:00:00+00,1989/03/31 00:00:00+00,U,-82.73563106,28.05585042,PINELLAS,28,S,16,E,18,NW,NE,GPS,,,,,U,U,,,,,U,,N,N,S,Y,Repaired,Unknown,SANDY,"Located at a 2.9 acre tract of land situated on the south side of C.R. 95, approximately 0.2 miles east of U.S. 19. See Engineering Report for more information.","Residence, now Crystal Cove Community Church.","6900 County Road 95. Palm Harbor, FL."
-82.7663749229366,28.0904470796738,465,15-514,2016/11/15 00:00:00+00,1987/11/09 00:00:00+00,U,-82.76637143,28.09044188,PINELLAS,27,S,15,E,35,NE,SE,PARCEL,FSRI,,,,E,C,10,10,8,90,N,,N,U,R,Y,Repaired,Unknown,,. . . . . . .,"Located at correct address, location unchanged","2480 Tradewinds Trail. Palm Harbor, FL 34683."
-82.2230552321541,27.9815920956396,466,10-528,2015/11/30 00:00:00+00,1977/01/20 00:00:00+00,U,-82.2230519,27.98158691,HILLSBOROUGH,29,S,21,E,8,NE,NE,QTR2,FSRI,,,,U,U,,,,,U,,U,U,R,U,Unknown,Unknown,UNKNOWN,SEE 1985 FREEZE PROTECTION REPORTS FOR MORE UPDATED. INFORMATION 10-513 TO 10-534. END. . . . .,"Lat/Lon is plotting in different location on Walden Sheffield Rd.	Moved on to Walden Sheffield Rd.",. .
-82.6372134618047,28.2100152316405,467,14-809,2019/06/21 00:00:00+00,2019/06/21 00:00:00+00,Y,-82.63721,28.210005,PASCO,26,S,17,E,19,NE,SE,UNKWN,Pasco County Dispatch,Dispatcher 7382,,,M,U,6,6,8,,U,,U,U,U,U,Unknown,Unknown,,,SWO# 2019-3444,
-81.4407508988816,29.2510495514239,468,79-514,2016/11/28 00:00:00+00,1983/12/26 00:00:00+00,U,-81.4407,29.251,VOLUSIA,14,S,28,E,26,NW,SE,QTR1,FSRI,,,,E,U,130,100,35,90,Y,,U,U,R,U,Unknown,Unknown,SANDY,NO COMMENTS. END. . . . . .,"Moved to location matching description on paper, .4 miles and .6 miles from roads",. .6 MILE EAST OF N. PINE ST. AND .4 MILE SOUTH OF BURNSED RD.. BURNSED RD
-82.5741852374215,28.8500060322061,469,02-600,2015/07/31 00:00:00+00,1985/09/16 00:00:00+00,U,-82.57418177,28.85000065,CITRUS,19,S,17,E,3,SW,SE,SECTION,,,CRYSTAL RIVER,,E,C,1,,3,90,Y,3,Y,Y,S,N,Planned,Unknown,ROCKY AND SANDY,BELL SHAPED CAVITY. END. . . . . .,Accurate to Highland St. within section,"HIGHLAND AVE. ABOUT 150 FT OFF ROAD. CRYSTAL RIVER, FL."
-82.8915043169288,29.7611073219735,470,31-002,2015/10/28 00:00:00+00,1970/03/31 00:00:00+00,U,-82.89150073,29.76110173,GILCHRIST,8,S,14,E,26,SW,NW,QTR1,,,,,U,U,3,3,22,90,N,,U,U,U,U,Unknown,Unknown,SAND,"VERY FLAT, RIVER THREE MILES EAST. END. . . . . .",,". ROAD-313, ROADWAY."
-83.0000636425697,30.3033857143063,471,37-516,2016/02/17 00:00:00+00,1981/05/08 00:00:00+00,U,-83.00006,30.30338,SUWANNEE,2,S,13,E,22,NW,NE,SECTION,,,,,U,C,4,4,8,,N,,U,U,U,U,Repaired,Unknown,SANDY CLAY LIMESTONE POCKETS,NO COMMENTS. END. . . . . .,,SR 10 INSIDE CITY LIMITS. .
-82.1814845029589,28.2543869766959,472,14-793,2018/10/28 00:00:00+00,2018/07/28 00:00:00+00,U,-82.18164,28.254396,PASCO,26,S,21,E,2,NW,SE,UNKWN,Pasco 911,Kevin,Zephyrhills,33542,U,U,,,,,U,,U,U,U,U,Unknown,Unknown,,,"COMMENTS_2	SWO# 2018-4703",
-81.3594444404016,28.7433333296159,473,77-528,2016/10/24 00:00:00+00,1965/10/12 00:00:00+00,U,-81.35944133,28.74332794,SEMINOLE,20,S,30,E,18,,,TWNRNG,,,LONGWOOD,,E,C,45,45,12,,U,,U,U,R,Y,Repaired,Unknown,UNKNOWN,CAR WAS DRIVEN INTO SINK.  THREE OF THE 4 PASSENGERS. RECEIVED MINOR INJURIES.. . . . . .,"no paper record, currently matches vague location info, location not moved",. LAKE EMMA ROAD. 3 MILES NORTH OF LONGWOOD
-84.3061111102131,30.3850000001132,474,55-006,2016/03/15 00:00:00+00,1999/01/15 00:00:00+00,U,-84.30610709,30.38499431,LEON,1,S,1,W,23,SE,NW,QTR2,FGS,ED LANE,TALLAHASSEE,,E,C,5,5,5,90,N,,N,N,S,N,Planned,Lake,ORANGE CLAYEY SAND,MOBILE HM. PK. SURROUNDS KARST LAKE. . . . . . .,,. .
-82.964857939658,30.04221992032,475,37-439,2014/12/09 00:00:00+00,2012/06/27 00:00:00+00,U,-82.96485432,30.04221427,SUWANNEE,5,S,13,E,24,NE,NE,GPSSA,,,,,U,U,,,,,U,,U,U,U,U,Unknown,Unknown,,"Sinkhole 40 ft wide (E-W), 50 ft long (N-S), about 15 ft deep. Shed 50' away from this sinkhole.",Can see sinkhole from lidar and aerial imagery ,
-82.2005555597639,29.2138888899719,476,36-110,2016/01/26 00:00:00+00,1995/10/13 00:00:00+00,U,-82.20055219,29.21388341,MARION,15,S,21,E,3,NW,SW,PARCEL,,,OCALA,,U,U,,,,,U,,U,U,U,U,Unknown,Unknown,UNKNOWN,IN RETENTION POND AT OCALA PALMS. ON US 27 1 MILE WEST OF EXIT 70 OF 1-75. END. . . . .,,"OCALA PALMS. US 27. OCALA, FL"
-82.1238184903461,29.2235905223644,477,36-501,2016/06/30 00:00:00+00,1982/04/10 00:00:00+00,U,-82.12381514,29.22358504,MARION,14,S,22,E,32,SE,SE,QTR3,,,,,E,E,15,8,16,,N,,Y,N,U,U,Unknown,Unknown,ROCK,,,"50 YDS NORTH OF 35TH ST. OCALA, FL."
-82.6089535911084,29.8799596689503,478,29-004,2016/02/18 00:00:00+00,1971/10/11 00:00:00+00,U,-82.60895008,29.87995404,COLUMBIA,7,S,17,E,16,NE,,TWNRNG,,,,,U,U,25,25,14,90,N,,U,U,U,U,Unknown,Unknown,CLAY,SMALL SINK NEARBY TO SOUTH. END. . . . . .,Reported lat/long and TRS do not match,"ROAD-25, SHOULDER. ."
-81.2822222196351,28.8777777799578,479,79-042,2016/11/23 00:00:00+00,2003/01/15 00:00:00+00,U,-81.28221913,28.87777235,VOLUSIA,18,S,30,E,35,SE,SE,QTR1,FSRI,,,,U,U,5,5,0.5,,U,,U,U,U,U,Unknown,Unknown,UNKNOWN,1/2 INCH PAVEMENT DIP. END . . . . . .,"Currently located on exit ramp from I-4 to Dirksen road, location unchanged",. . . . . . . .
-81.3192675769144,28.999997978804,480,79-037,2015/12/09 00:00:00+00,2004/09/08 00:00:00+00,U,-81.31926447,28.99999252,VOLUSIA,17,S,30,E,20,SW,SW,QTR3,,,DELAND,,E,C,4,4,2.5,,U,,U,U,U,N,Unknown,Unknown,UNKNOWN,SH ON PRIVATE PROPERTY. NO DAMAGE. SWP040908-6133. END. . . .,"Moved to road, cannot locate exact address ",. .
-82.4499030073933,29.6118053398435,481,26-026,2015/02/11 00:00:00+00,1999/01/06 00:00:00+00,U,-82.44989955,29.61179977,ALACHUA,10,S,19,E,19,SE,NW,TWNRNG,Gainesville Sun ,,,,E,U,,2.5,20,,N,,U,U,U,U,Unknown,Unknown,UNKNOWN,,"Was plotting at Haile Quary but the newspaper article says Haile Plantation, sinkhole report is based off of news article, the only location description is grassy field of Haile Plantation, moved to Haile Plantation",. .
-82.5520000247089,28.8170395786785,482,02-643,2015/08/17 00:00:00+00,1987/07/10 00:00:00+00, ,-82.55199657,28.8170342,CITRUS,19,S,17,E,23,NE,NE,PARCEL, , ,HOMOSASSA,32647,E,C,6,6,3,90,N,0,Y,Y,R,N,Repaired, ,UNKNOWN,NUMEROUS SINKS ARE IN THE AREA.. . . . . . ., ,"7100 W. GRANT ST. HOMOSASSA SPRINGS, FL."
-81.5430027496604,28.795656792639,483,11-507,2016/01/16 00:00:00+00,1981/08/23 00:00:00+00,U,-81.54299958,28.79565139,LAKE,19,S,28,E,32,SW,NW,QTR2,,,MIAMI,,E,C,30,30,15,20,U,,U,N,R,U,Unknown,Unknown,DRY,NEAR 500. END. . . . . .,"Cannot locate address, moved to Quaker Ridge Ave. ","1410 QUAKER RIDGE AVE.. MT. PLYMOUTH, FL."
-82.1311520446437,28.9734426983067,484,36-007,2016/01/21 00:00:00+00,1974/04/12 00:00:00+00,U,-82.1311487,28.97343727,MARION,17,S,22,E,32,NE,NW,QTR2,,,,,U,U,4,4,4,,N,,U,U,U,U,Unknown,Unknown,SAND,VARIED TOPOGRAPHY. END. . . . . .,,". ROAD-93,  BK SLOPE."
-84.2607331972298,30.4310609353662,485,55-501,2016/03/16 00:00:00+00,1979/07/20 00:00:00+00,U,-84.26072919,30.43105523,LEON,1,S,1,E,6,NE,NE,PARCEL,FSRI,,,,E,E,5,1,2,,U,,U,U,U,U,Unknown,Unknown,UNKNOWN,END. . . . . . .,"Plotting appr. 1,300 ft. SE of given address.	Moved to 1314 Circle Dr.","1314 CIRCLE DR. TALLAHASSEE, FL."
-83.050869999549,30.5270670000448,486,32-504,2014/04/30 00:00:00+00,2010/09/28 00:00:00+00,U,-83.05086633,30.52706124,HAMILTON,,,13,E,31,SE,,PARCEL,Hamilton Co. EM,,Jasper,,E,U,1,1,,,U,,U,U,U,Y,Repaired,Impervious Surface (Anthropogenic),,"hole on SR 6; DOT filled",,
-82.839890909923,29.985763639655,487,37-347,2014/11/07 00:00:00+00,2012/06/29 00:00:00+00,U,-82.83988733,29.98575799,SUWANNEE,6,S,15,E,5,SE,SW,PARCEL,Kurt Snites,,,,U,U,,,,,U,,U,U,U,U,Unknown,Unknown,,Sinkhole on Right 8' in diameter,,
-82.8238888903553,29.5086111098269,488,34-515,2015/12/29 00:00:00+00,1985/09/15 00:00:00+00,U,-82.82388533,29.50860558,LEVY,11,S,15,E,20,NE,SE,QTR1,,,LAKE CITY,,M,E,7,14,11,,N,,U,U,R,N,Repaired,Unknown,SANDY,. . . . . . .,,S.R. 49 AT M.P. 2.6 (2.6 MI NE OF SR55)         ND. IN CHIEFLAND.
-82.5083333298688,28.1100000000461,489,10-576,2015/12/02 00:00:00+00,1964/05/01 00:00:00+00,U,-82.50832991,28.10999479,HILLSBOROUGH,27,S,18,E,28,NW,NE,QTR2,FSRI,,,,U,U,,,,,U,,U,U,U,U,Unknown,Unknown,UNKNOWN,BILL SINCLAIR'S USGS 81-50  SINKHOLE DEVELOPMENT. RESULTING FROM GROUNDWATER WITHDRAWAL.. SEE 10-535 TO 10-540    10-562 TO 10-579. END. . . .,,. .
-82.2358333298301,28.0133333299392,490,10-516,2016/03/24 00:00:00+00,1977/01/20 00:00:00+00,U,-82.23582999,28.01332814,HILLSBOROUGH,28,S,21,E,29,SW,SW,SECTION,Florida Sinkhole Research Institute,,,,U,U,,,,,U,,U,U,R,U,Unknown,Unknown,UNKNOWN,SEE 1985 FREEZE PROTECTION REPORTS FOR MORE UPDATED INFORMATION 10-513 TO 10-534. END. . . . . .,Unable to verify exact location.,. .
-82.5929823482385,28.9249062079731,491,02-695,2015/08/26 00:00:00+00,1988/09/13 00:00:00+00,U,-82.59297887,28.92490081,CITRUS,18,S,17,E,9,NW,SE,QTR3,,,LECANTO,32661,E,C,4,4,4,90,N,,N,N,R,Y,Repaired,Unknown,SAND,"SINKHOLE LOCATED NEAR 694, 666, 583, 672,673,690,617. . . . . . .",,SINKHOLE LOCATED ON MILWALKIE CT. JUST EAST OFF SR 495. SR 495 NORTH OF CRYSTAL RIVER.
-82.5513889297975,28.809520072998,492,02-657,2015/08/19 00:00:00+00,1988/03/23 00:00:00+00,U,-82.55138547,28.8095147,CITRUS,19,S,17,E,23,NE,SE,PARCEL,,,LECANTO,32661,E,C,4,4,4,90,N,,N,Y,R,N,Repaired,Unknown,SAND,NUMEROUS SINKS IN THE AREA IN THE PAST 3 YEARS.. . . . . . .,Moved to location of hand drawn map on report ,"ROSEDALE AVE. HOMOSASSA, FL."
-82.834504423558,30.0531108992501,493,37-448,2016/02/29 00:00:00+00,2012/06/25 00:00:00+00,U,-82.83450084,30.05310524,SUWANNEE,5,S,15,E,17,SW,NE,PARCEL,,,,,U,U,,,,,U,,U,U,U,U,Unknown,Unknown,,Several sinkholes ranging from 20 foot diameter and smaller.,,
-81.3880555599301,28.6916666699282,494,77-553,2014/07/17 00:00:00+00,1988/06/21 00:00:00+00,U,-81.38805244,28.69166129,SEMINOLE,21,S,29,E,2,SE,NW,QTR2,FSRI,,LONGWOOD,32750,M,C,19.3,18.3,1,,N,,N,N,R,Y,Planned,Unknown,UNKNOWN,"SINKHOLE FORMED AT A GAS STATION, DAMAGE TO. PARKING LOT BUT NO DAMAGE TO GASOLINE. STORAGE TANKS.  NEAR 550. . . . .",Did not move. ,NE CORNER OF I-4 AND 434 IN LONGWOOD. .
-80.132492673589,26.1740747893159,495,86-001,2014/09/22 00:00:00+00,2002/12/08 00:00:00+00,U,-80.13249,26.17407,BROWARD,49,S,42,E,23,NE,SW,QTR3,City of Oakland Park ,Michelle ,Oakland Park ,,U,U,,,,,Y,,U,U,U,U,Unknown,Unknown,UNKNOWN,VEHICLE RAN OVER FIRE HYDRANT. WHICH DRAINED SO MUCH WATER A sh FORMED. SWP021208-6549. END. . . .,Moved to NE 38th St. and NE 11th Ave.,. .
-82.0761833684603,29.162803580329,496,36-158,2016/01/28 00:00:00+00,2003/08/05 00:00:00+00,U,-82.07618004,29.16279811,MARION,16,S,22,E,2,NW,SE,GPSSA,,,OCALA,,E,C,2,2,3,,U,,U,U,U,U,Unknown,Unknown,UNKNOWN,SH IN FRONT YARD. 9' FROM ROAD. 20'25' FROM HOUSE. OPENED IN DARIN FIELD AREA. GRAVEL SHOWING. SWP030805-5207. END.,,. .
-81.9754505280386,28.9635993674016,497,36-712,2015/12/03 00:00:00+00,2007/09/21 00:00:00+00,U,-81.97544723,28.96359394,MARION,17,S,23,E,35,SW,SE,PARCEL,,,,,E,E,45,25,18,,U,,U,U,U,N,Unknown,Unknown,UNKNOWN,"#SWP070921-6484. ***3 SINKHOLES***. 3 SINKHOLES W/IN 100 YARDS OF EA OTHER. 1: 25X40-50X18 FT, 2: 25X50X7-8 FT, AND 3: 3X20-30X3-4 FT. ACTIVE AND GROWING. NO EVACUATIONS OR STRUCTURES IMPACTED. CALLER STATED THAT WATER SYSTEM WILL BE COMPROMISED AND THAT",,
-82.1136253005412,29.3336726916082,498,36-762,1970/01/01 00:00:00+00,2018/03/20 00:00:00+00,U,-82.11375,29.333766,MARION,13,S,22,E,28,SE,NW,PARCEL,Marion County EM,Weston Bowlin,ANTHONY,,E,C,3,3,8,,N,,N,U,U,Y,Unknown,Unknown,,Marion County EM reports a potential sinkhole in Anthony. The subsidence is 3 ft x 3 ft and 8 ft deep. There is no water or rock visible in the subsidence. The subsidence is threatening underground utilities.,,
