SUMLEV,REGION,DIVISION,STATE,COUNTY,STNAME,CTYNAME,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014,POPESTIMATE2015,NPOPCHG_2010,NPOPCHG_2011,NPOPCHG_2012,NPOPCHG_2013,NPOPCHG_2014,NPOPCHG_2015,BIRTHS2010,BIRTHS2011,BIRTHS2012,BIRTHS2013,BIRTHS2014,BIRTHS2015,DEATHS2010,DEATHS2011,DEATHS2012,DEATHS2013,DEATHS2014,DEATHS2015,NATURALINC2010,NATURALINC2011,NATURALINC2012,NATURALINC2013,NATURALINC2014,NATURALINC2015,INTERNATIONALMIG2010,INTERNATIONALMIG2011,INTERNATIONALMIG2012,INTERNATIONALMIG2013,INTERNATIONALMIG2014,INTERNATIONALMIG2015,DOMESTICMIG2010,DOMESTICMIG2011,DOMESTICMIG2012,DOMESTICMIG2013,DOMESTICMIG2014,DOMESTICMIG2015,NETMIG2010,NETMIG2011,NETMIG2012,NETMIG2013,NETMIG2014,NETMIG2015,RESIDUAL2010,RESIDUAL2011,RESIDUAL2012,RESIDUAL2013,RESIDUAL2014,RESIDUAL2015,GQESTIMATESBASE2010,GQESTIMATES2010,GQESTIMATES2011,GQESTIMATES2012,GQESTIMATES2013,GQESTIMATES2014,GQESTIMATES2015,RBIRTH2011,RBIRTH2012,RBIRTH2013,RBIRTH2014,RBIRTH2015,RDEATH2011,RDEATH2012,RDEATH2013,RDEATH2014,RDEATH2015,RNATURALINC2011,RNATURALINC2012,RNATURALINC2013,RNATURALINC2014,RNATURALINC2015,RINTERNATIONALMIG2011,RINTERNATIONALMIG2012,RINTERNATIONALMIG2013,RINTERNATIONALMIG2014,RINTERNATIONALMIG2015,RDOMESTICMIG2011,RDOMESTICMIG2012,RDOMESTICMIG2013,RDOMESTICMIG2014,RDOMESTICMIG2015,RNETMIG2011,RNETMIG2012,RNETMIG2013,RNETMIG2014,RNETMIG2015
50,4,9,6,3,California,Alpine County,1175,1175,1159,1111,1126,1144,1107,1110,-16,-48,15,18,-37,3,2,6,6,6,7,4,4,7,6,7,8,7,-2,-1,0,-1,-1,-3,0,1,1,1,1,1,-14,-54,13,18,-37,7,-14,-53,14,19,-36,8,0,6,1,0,0,-2,24,24,24,24,24,24,24,5.286343612,5.364327224,5.286343612,6.219458019,3.608479928,6.167400881,5.364327224,6.167400881,7.107952021,6.314839874,-0.881057269,0,-0.881057269,-0.888494003,-2.706359946,0.881057269,0.894054537,0.881057269,0.888494003,0.902119982,-47.57709251,11.62270899,15.85903084,-32.8742781,6.314839874,-46.69603524,12.51676352,16.74008811,-31.9857841,7.216959856
50,4,9,6,5,California,Amador County,38091,38091,37873,37538,37099,36591,36744,37001,-218,-335,-439,-508,153,257,78,264,280,251,282,268,84,440,425,420,403,397,-6,-176,-145,-169,-121,-129,3,9,14,18,19,19,-225,-142,-315,-359,266,370,-222,-133,-301,-341,285,389,10,-26,7,2,-11,-3,4551,4370,4188,3873,3297,3290,3286,7.001631062,7.502981095,6.812321889,7.690734302,7.268289376,11.6693851,11.38845345,11.39910436,10.9906593,10.76683165,-4.667754041,-3.885472353,-4.586782467,-3.299925002,-3.498542274,0.238691968,0.375149055,0.488533044,0.518170042,0.515289172,-3.766028829,-8.440853732,-9.743520152,7.254380582,10.03457862,-3.527336861,-8.065704677,-9.254987108,7.772550624,10.54986779
50,4,9,6,7,California,Butte County,220000,220000,219977,220019,221205,222154,224033,225411,-23,42,1186,949,1879,1378,623,2440,2397,2321,2501,2485,523,2178,2247,2308,2304,2296,100,262,150,13,197,189,57,167,187,199,251,261,-178,-267,868,601,1407,684,-121,-100,1055,800,1658,945,-2,-120,-19,136,24,244,4942,4902,4857,5277,5322,5324,5420,11.09100992,10.86522945,10.47007053,11.21054625,11.05810735,9.900090001,10.1853027,10.41142731,10.32750842,10.2170682,1.190919918,0.679926749,0.058643221,0.883037829,0.841039151,0.75909781,0.847642014,0.897692389,1.125088808,1.161435018,-1.213647397,3.934509456,2.711121236,6.306772721,3.043760736,-0.454549587,4.78215147,3.608813625,7.431861529,4.205195753
50,4,9,6,9,California,Calaveras County,45578,45578,45464,45101,44755,44574,44575,44828,-114,-363,-346,-181,1,253,74,333,356,323,348,349,141,446,436,505,493,495,-67,-113,-80,-182,-145,-146,5,18,15,20,21,21,-46,-274,-272,27,164,385,-41,-256,-257,47,185,406,-6,6,-9,-46,-39,-7,493,493,493,493,493,494,491,7.353834263,7.923789174,7.231694075,7.807154315,7.807344273,9.849279523,9.704415954,11.3065186,11.06013528,11.07345391,-2.49544526,-1.780626781,-4.074824525,-3.252980964,-3.266109638,0.397504555,0.333867521,0.447782915,0.471121381,0.469782893,-6.050902667,-6.054131054,0.604506935,3.679233643,8.612686375,-5.653398112,-5.720263533,1.05228985,4.150355024,9.082469268
50,4,9,6,11,California,Colusa County,21419,21419,21446,21389,21370,21389,21351,21482,27,-57,-19,19,-38,131,70,336,302,314,312,316,13,176,143,123,128,113,57,160,159,191,184,203,7,28,21,25,30,30,-34,-241,-195,-196,-256,-68,-27,-213,-174,-171,-226,-38,-3,-4,-4,-1,4,-34,225,225,225,248,243,261,261,15.68810552,14.12568114,14.68696649,14.59990641,14.75497864,8.217579083,6.688650343,5.75317477,5.989705194,5.276305652,7.470526439,7.437030801,8.933791716,8.610201217,9.478672986,1.307342127,0.982249351,1.169344466,1.403837155,1.400789111,-11.25248045,-9.120886831,-9.167660609,-11.97941039,-3.175121985,-9.945138321,-8.13863748,-7.998316144,-10.57557323,-1.774332874
50,4,9,6,13,California,Contra Costa County,1049025,1049197,1052921,1066636,1079290,1095959,1111710,1126745,3724,13715,12654,16669,15751,15035,3011,12335,11941,12245,12192,12534,1739,7261,6979,7259,7665,7902,1272,5074,4962,4986,4527,4632,773,3939,3729,4127,4775,4792,1628,4942,3970,6923,6769,5409,2401,8881,7699,11050,11544,10201,51,-240,-7,633,-320,202,10486,10605,10768,10765,10707,10555,10784,11.63922461,11.12899513,11.25848121,11.04513403,11.1987956,6.851431691,6.504418139,6.67417845,6.94397575,7.060226808,4.787792921,4.624576989,4.584302763,4.101158281,4.13856879,3.71681441,3.475422731,3.794508123,4.325829642,4.281524534,4.663238592,3.700034391,6.3652483,6.132259863,4.832797622,8.380053002,7.175457122,10.15975642,10.45808951,9.114322155
50,4,9,6,15,California,Del Norte County,28610,28610,28566,28468,28201,27821,27194,27254,-44,-98,-267,-380,-627,60,89,336,323,333,289,308,93,296,284,275,258,248,-4,40,39,58,31,60,3,11,11,16,22,22,-46,-143,-320,-433,-688,-26,-43,-132,-309,-417,-666,-4,3,-6,3,-21,8,4,3818,3776,3716,3649,3446,3137,3113,11.78244556,11.39953061,11.88818678,10.50622558,11.31354687,10.37977347,10.0231167,9.817571668,9.379260202,9.109609168,1.40267209,1.376413912,2.070615116,1.126965373,2.203937702,0.385734825,0.388219309,0.57120417,0.799781878,0.808110491,-5.014552723,-11.29365261,-15.45821284,-25.01136054,-0.955039671,-4.628817898,-10.90543331,-14.88700868,-24.21157866,-0.14692918
50,4,9,6,17,California,El Dorado County,181058,181057,181148,180905,180579,181480,183050,184452,91,-243,-326,901,1570,1402,382,1631,1598,1494,1553,1575,298,1316,1433,1337,1479,1518,84,315,165,157,74,57,41,158,154,177,208,208,-29,-628,-664,501,1310,1107,12,-470,-510,678,1518,1315,-5,-88,19,66,-22,30,1643,1642,1635,1641,1637,1687,1692,9.00973062,8.841331843,8.252798577,8.520560722,8.571381925,7.269653891,7.928428368,7.385536611,8.114558473,8.261179531,1.740076729,0.912903476,0.867261966,0.40600225,0.310202394,0.872800391,0.852043244,0.977741197,1.141195512,1.131966629,-3.469105352,-3.673744896,2.767504744,7.187337119,6.02445701,-2.596304961,-2.821701652,3.745245941,8.328532631,7.156423639
50,4,9,6,19,California,Fresno County,930450,930452,932462,940971,947713,955217,964983,974861,2010,8509,6742,7504,9766,9878,3893,16321,15950,15725,15954,16002,1582,5998,6278,6527,6764,6807,2311,10323,9672,9198,9190,9195,326,1868,1575,1833,2165,2222,-639,-3488,-4561,-3760,-1345,-2022,-313,-1620,-2986,-1927,820,200,12,-194,56,233,-244,483,17523,17201,16834,16311,16818,17315,17885,17.42362817,16.89006737,16.52714498,16.61701906,16.49823388,6.403218049,6.648015232,6.859947555,7.045099469,7.018090115,11.02041012,10.24205214,9.667197427,9.571919592,9.480143764,1.994199953,1.667827969,1.926502814,2.25497344,2.290905867,-3.723645308,-4.829818011,-3.951800644,-1.40089574,-2.084703718,-1.729445355,-3.161990042,-2.02529783,0.8540777,0.206202148
50,4,9,6,21,California,Glenn County,28122,28122,28110,28199,27955,27943,28030,28017,-12,89,-244,-12,87,-13,107,426,374,383,398,411,29,235,241,212,233,214,78,191,133,171,165,197,1,14,9,17,20,21,-87,-123,-398,-211,-84,-193,-86,-109,-389,-194,-64,-172,-4,7,12,11,-14,-38,316,316,316,316,325,337,317,15.13079614,13.32051145,13.70353143,14.22114234,14.66626224,8.346800689,8.583538127,7.585244553,8.325442624,7.636447981,6.783995454,4.736973323,6.11828688,5.895699712,7.029814263,0.497256211,0.320547067,0.608250742,0.714630268,0.749371064,-4.368750999,-14.17530363,-7.549465097,-3.001447126,-6.887076918,-3.871494788,-13.85475656,-6.941214355,-2.286816858,-6.137705854
50,4,9,6,23,California,Humboldt County,134623,134623,135026,135267,134703,134640,134831,135727,403,241,-564,-63,191,896,384,1546,1434,1536,1521,1543,293,1188,1282,1287,1346,1286,91,358,152,249,175,257,27,95,112,117,129,136,266,-137,-826,-356,-36,433,293,-42,-714,-239,93,569,19,-75,-2,-73,-77,70,5014,5282,5537,5532,5481,5455,5488,11.43943794,10.6234026,11.40553124,11.28878432,11.40605711,8.790460722,9.497351558,9.556587697,9.989943259,9.506279615,2.648977221,1.126051043,1.84894354,1.298841063,1.899777497,0.702940883,0.829721821,0.8687807,0.957431412,1.005329726,-1.013714747,-6.119198429,-2.643469479,-0.267190161,3.200792436,-0.310773864,-5.289476609,-1.77468878,0.69024125,4.206122162
50,4,9,6,25,California,Imperial County,174528,174528,174750,176372,177557,177579,179332,180191,222,1622,1185,22,1753,859,687,3128,3022,3032,3154,3127,180,982,956,977,978,967,507,2146,2066,2055,2176,2160,-15,398,287,305,386,416,-278,-934,-1190,-2440,-827,-1855,-293,-536,-903,-2135,-441,-1439,8,12,22,102,18,138,10684,10432,10131,10047,8780,8790,8914,17.81716896,17.07687135,17.07514868,17.67387388,17.39527096,5.593497417,5.402213438,5.502117499,5.480357848,5.379349861,12.22367154,11.67465791,11.57303118,12.19351603,12.0159211,2.267018301,1.621794202,1.717651829,2.163004222,2.314177396,-5.320088174,-6.724512543,-13.74121463,-4.634208528,-10.31922853,-3.053069873,-5.102718342,-12.0235628,-2.471204306,-8.005051137
50,4,9,6,27,California,Inyo County,18546,18546,18513,18399,18405,18403,18396,18260,-33,-114,6,-2,-7,-136,39,194,230,213,236,228,34,201,206,200,195,186,5,-7,24,13,41,42,0,3,3,5,6,6,-35,-111,-20,-31,-63,-196,-35,-108,-17,-26,-57,-190,-3,1,-1,11,9,12,433,434,437,433,432,439,429,10.51148678,12.49864145,11.57357096,12.8264355,12.43998254,10.89076723,11.19443539,10.86720278,10.59811408,10.14840681,-0.379280451,1.304206065,0.706368181,2.228321422,2.291575731,0.162548765,0.163025758,0.27168007,0.326095818,0.327367962,-6.014304291,-1.086838387,-1.684416431,-3.424006087,-10.69402008,-5.851755527,-0.923812629,-1.412736362,-3.097910269,-10.36665212
50,4,9,6,29,California,Kern County,839631,839631,841682,849949,856576,865787,874190,882176,2051,8267,6627,9211,8403,7986,3487,14405,14206,14411,14331,14429,1353,5404,5250,5652,5908,5830,2134,9001,8956,8759,8423,8599,324,1886,1730,1859,2154,2220,-429,-2379,-4107,-1273,-1709,-2716,-105,-493,-2377,586,445,-496,22,-241,48,-134,-465,-117,36757,36505,36147,32177,31053,31756,32500,17.03090095,16.64903825,16.73398697,16.47263154,16.43051619,6.389100223,6.152854485,6.563076425,6.790894362,6.638707422,10.64180072,10.49618377,10.17091055,9.681737172,9.791808769,2.229800707,2.027512049,2.158662256,2.475894796,2.527946909,-2.812670139,-4.813290166,-1.47820175,-1.964393782,-3.092749461,-0.582869432,-2.785778116,0.680460507,0.511501014,-0.564802553
50,4,9,6,31,California,Kings County,152982,152982,152367,151969,151201,150748,150108,150965,-615,-398,-768,-453,-640,857,569,2580,2397,2465,2348,2420,225,748,807,799,832,823,344,1832,1590,1666,1516,1597,96,206,460,339,361,422,-1120,-2467,-2867,-2458,-2560,-1166,-1024,-2261,-2407,-2119,-2199,-744,65,31,49,0,43,4,21580,20893,20103,19444,18369,17011,16752,16.95494454,15.81291025,16.32726056,15.60879624,16.07583543,4.915619578,5.323745753,5.292284459,5.530885208,5.467112627,12.03932496,10.4891645,11.03497611,10.07791103,10.6087228,1.353766889,3.034601049,2.245412305,2.399819183,2.803306839,-16.21234425,-18.91348089,-16.28089512,-17.01810833,-7.745629797,-14.85857736,-15.87887984,-14.03548281,-14.61828915,-4.942322958
50,4,9,6,33,California,Lake County,64665,64665,64744,64264,63974,63803,64156,64591,79,-480,-290,-171,353,435,162,743,726,740,762,776,169,794,840,827,811,785,-7,-51,-114,-87,-49,-9,4,3,4,10,20,24,79,-386,-172,-77,389,348,83,-383,-168,-67,409,372,3,-46,-8,-17,-7,72,1085,1085,1085,1126,1111,1167,1195,11.51866551,11.32269686,11.5826792,11.91006494,12.05464982,12.30931415,13.100641,12.94442662,12.67593526,12.1944589,-0.790648642,-1.777944135,-1.361747419,-0.765870318,-0.139809083,0.046508744,0.062384005,0.156522692,0.31260013,0.372824221,-5.984125016,-2.682512204,-1.205224727,6.080072523,5.405951207,-5.937616272,-2.620128199,-1.048702036,6.392672653,5.778775428
50,4,9,6,35,California,Lassen County,34895,34895,34839,34298,33674,32176,31732,31345,-56,-541,-624,-1498,-444,-387,85,299,303,283,302,281,92,199,270,224,229,211,-7,100,33,59,73,70,3,36,27,34,42,41,-51,-684,-692,-1601,-559,-473,-48,-648,-665,-1567,-517,-432,-1,7,8,10,0,-25,9779,9829,9821,9598,8577,8708,8287,8.649493036,8.915435768,8.595292331,9.451085936,8.909745232,5.756686,7.944447714,6.803340926,7.166551918,6.690235744,2.892807035,0.970988054,1.791951405,2.284534018,2.219509488,1.041410533,0.794444771,1.032649962,1.314389435,1.299998415,-19.78680012,-20.36132525,-48.62566439,-17.49389748,-14.99754269,-18.74538959,-19.56688048,-47.59301443,-16.17950804,-13.69754427
50,4,9,6,37,California,Los Angeles County,9818605,9818700,9826009,9896602,9970436,10045175,10109436,10170292,7309,70593,73834,74739,64261,60856,31740,132649,129157,130647,129468,130070,13814,58218,58038,60162,62467,64212,17926,74431,71119,70485,67001,65858,9874,49224,44192,49142,56527,56684,-21028,-49301,-40442,-43357,-54360,-61120,-11154,-77,3750,5785,2167,-4436,537,-3761,-1035,-1531,-4907,-566,171735,171417,170838,172782,175977,177937,178627,13.45146441,13.00213952,13.0545103,12.8474819,12.82758822,5.903680806,5.842642471,6.011507718,6.198780021,6.332629313,7.547783607,7.159497052,7.043002584,6.648701878,6.494958907,4.991631179,4.448775907,4.910367213,5.609336742,5.590213044,-4.999439476,-4.071266185,-4.332318409,-5.394299101,-6.027694257,-0.007808297,0.377509722,0.578048804,0.215037641,-0.437481213
50,4,9,6,39,California,Madera County,150865,150865,151125,152089,152160,152125,154562,154998,260,964,71,-35,2437,436,574,2440,2375,2287,2312,2412,325,1008,1043,1036,1004,980,249,1432,1332,1251,1308,1432,13,173,117,158,217,236,-4,-575,-1413,-1379,942,-1110,9,-402,-1296,-1221,1159,-874,2,-66,35,-65,-30,-122,8624,8520,8446,7359,6733,8177,7810,16.09424367,15.61221237,15.03196017,15.07726118,15.58340871,6.648769516,6.856226315,6.809405656,6.547391966,6.331567386,9.445474154,8.755986051,8.222554513,8.529869215,9.251841323,1.14110826,0.769106883,1.03850009,1.415123563,1.524744799,-3.792700865,-9.288444662,-9.063871042,6.143070949,-7.171469182,-2.651592605,-8.519337779,-8.025370952,7.558194511,-5.646724383
50,4,9,6,41,California,Marin County,252409,252409,252903,255403,256021,258552,260550,261221,494,2500,618,2531,1998,671,588,2384,2327,2322,2310,2290,473,1831,1873,1893,1888,1862,115,553,454,429,422,428,180,820,718,802,937,944,199,1297,-548,1311,818,-434,379,2117,170,2113,1755,510,0,-170,-6,-11,-179,-267,9044,9194,9336,8589,8230,8336,8347,9.380176508,9.100081342,9.024958558,8.899984974,8.777797156,7.204321806,7.324646477,7.357556654,7.274100273,7.137230701,2.175854702,1.775434864,1.667401904,1.625884701,1.640566455,3.226402994,2.807846327,3.117147616,3.610080485,3.61844564,5.103225223,-2.143035915,5.095486938,3.151596411,-1.663565051,8.329628216,0.664810412,8.212634553,6.761676896,1.954880589
50,4,9,6,43,California,Mariposa County,18251,18250,18260,18191,17855,17734,17636,17531,10,-69,-336,-121,-98,-105,31,148,142,136,146,139,22,155,155,202,166,162,9,-7,-13,-66,-20,-23,2,10,7,9,11,11,3,-79,-333,-21,-82,-15,5,-69,-326,-12,-71,-4,-4,7,3,-43,-7,-78,725,725,725,725,725,725,725,8.120490522,7.878821506,7.642810981,8.255583828,7.90513834,8.504567776,8.600122066,11.35182219,9.386485722,9.213182813,-0.384077254,-0.72130056,-3.709011211,-1.130901894,-1.308044474,0.548681792,0.388392609,0.505774256,0.621996042,0.625586487,-4.334586157,-18.47639128,-1.180139931,-4.636697766,-0.853072483,-3.785904365,-18.08799867,-0.674365675,-4.014701725,-0.227485995
50,4,9,6,45,California,Mendocino County,87841,87840,87811,87495,87522,87373,87683,87649,-29,-316,27,-149,310,-34,305,1010,1122,1059,1047,1025,178,838,811,850,843,839,127,172,311,209,204,186,25,93,70,77,95,99,-180,-577,-342,-412,83,-287,-155,-484,-272,-335,178,-188,-1,-4,-12,-23,-72,-32,2044,2005,1953,1990,1941,1987,1975,11.52270886,12.82161162,12.11012322,11.96188648,11.69210412,9.56042577,9.267671141,9.720117785,9.631203729,9.570414984,1.962283094,3.553940474,2.390005432,2.330682753,2.121689138,1.061001905,0.799922293,0.880528317,1.085366968,1.129286154,-6.582775262,-3.908191776,-4.711398268,0.948267983,-3.273789154,-5.521773356,-3.108269482,-3.830869951,2.033634951,-2.144503
50,4,9,6,47,California,Merced County,255793,255798,256832,259784,261788,263312,266087,268455,1034,2952,2004,1524,2775,2368,1066,4302,4304,4190,4211,4219,432,1461,1571,1617,1702,1658,634,2841,2733,2573,2509,2561,72,485,402,467,572,583,322,-331,-1144,-1501,-173,-647,394,154,-742,-1034,399,-64,6,-43,13,-15,-133,-129,4896,5132,5366,5608,5641,6447,6438,16.65453645,16.50395343,15.95886498,15.9086058,15.78547617,5.656038528,6.024096386,6.15882689,6.429932811,6.203441451,10.99849792,10.47985705,9.800038088,9.478672986,9.582034714,1.877603481,1.541493792,1.778708817,2.160940992,2.181306614,-1.281415984,-4.386738552,-5.717006285,-0.653571314,-2.420763944,0.596187497,-2.84524476,-3.938297467,1.507369678,-0.23945733
50,4,9,6,49,California,Modoc County,9686,9686,9697,9497,9333,9110,9015,8965,11,-200,-164,-223,-95,-50,27,100,76,83,60,67,17,99,122,112,101,107,10,1,-46,-29,-41,-40,0,13,11,12,14,15,3,-220,-126,-192,-80,2,3,-207,-115,-180,-66,17,-2,6,-3,-14,12,-27,357,359,361,357,357,357,356,10.41992289,8.072225173,9.000704875,6.620689655,7.45272525,10.31572366,12.95804567,12.14552947,11.14482759,11.90211346,0.104199229,-4.885820499,-3.144824595,-4.524137931,-4.449388209,1.354589976,1.16834838,1.301306729,1.544827586,1.668520578,-22.92383036,-13.38289963,-20.82090766,-8.827586207,0.222469411,-21.56924039,-12.21455125,-19.51960093,-7.282758621,1.890989989
50,4,9,6,51,California,Mono County,14202,14202,14246,14405,14322,14037,14057,13909,44,159,-83,-285,20,-148,31,153,145,137,147,145,20,38,49,51,44,41,11,115,96,86,103,104,4,24,38,30,33,37,28,-6,-218,-369,-136,-286,32,18,-180,-339,-103,-249,1,26,1,-32,20,-3,222,272,333,326,337,337,338,10.68025549,10.09503255,9.661835749,10.46486794,10.36973468,2.652612474,3.411424792,3.596741775,3.132341425,2.932131874,8.027643014,6.683607756,6.065093974,7.332526518,7.437602803,1.675334194,2.645594737,2.115730456,2.349256069,2.646070228,-0.418833549,-15.17735928,-26.02348461,-9.681782587,-20.45340771,1.256500646,-12.53176454,-23.90775415,-7.332526518,-17.80733748
50,4,9,6,53,California,Monterey County,415057,415057,416413,421466,426441,429109,431293,433898,1356,5053,4975,2668,2184,2605,1673,6863,6808,6563,6514,6618,518,2311,2357,2435,2488,2484,1155,4552,4451,4128,4026,4134,199,950,1088,1069,1260,1391,25,-253,-494,-2512,-2989,-2880,224,697,594,-1443,-1729,-1489,-23,-196,-70,-17,-113,-40,18702,18963,19222,19460,18574,17600,17453,16.38184034,16.05836489,15.34217755,15.14175932,15.29835609,5.516309634,5.559571981,5.692244755,5.783343135,5.742084696,10.8655307,10.49879291,9.649932792,9.358416182,9.55627139,2.267630529,2.566319184,2.498977266,2.928863485,3.215474965,-0.603905815,-1.165222129,-5.872245924,-6.947915044,-6.657489502,1.663724714,1.401097054,-3.373268658,-4.01905156,-3.442014538
50,4,9,6,55,California,Napa County,136484,136530,136810,137998,139055,140413,141551,142456,280,1188,1057,1358,1138,905,388,1501,1529,1412,1485,1495,326,1159,1135,1253,1230,1251,62,342,394,159,255,244,80,455,404,437,513,524,142,406,270,701,412,10,222,861,674,1138,925,534,-4,-15,-11,61,-42,127,4966,4970,5018,5023,5044,5027,5043,10.92399057,11.0375993,10.10491362,10.53325957,10.52790952,8.434980059,8.193378162,8.967037371,8.724518024,8.809642016,2.489010509,2.844221142,1.137876251,1.808741542,1.718267508,3.31140287,2.916409496,3.127370576,3.638762395,3.690049893,2.954790254,1.949085554,5.016674539,2.922358883,0.0704208,6.266193124,4.86549505,8.144045114,6.561121278,3.760470693
50,4,9,6,57,California,Nevada County,98764,98748,98777,98779,98288,98142,98763,98877,29,2,-491,-146,621,114,215,771,771,804,854,853,192,925,914,977,933,893,23,-154,-143,-173,-79,-40,15,23,23,34,43,48,3,169,-362,56,720,164,18,192,-339,90,763,212,-12,-36,-9,-63,-63,-58,1175,1175,1175,1175,1175,1154,1220,7.805381765,7.824749958,8.186122283,8.674233768,8.6318559,9.364433376,9.276033024,9.947564018,9.476651177,9.036632261,-1.559051611,-1.451283066,-1.761441735,-0.802417409,-0.404776361,0.23284537,0.233423151,0.346179301,0.436758843,0.485731633,1.710907287,-3.673877412,0.570177671,7.313171326,1.65958308,1.943752658,-3.440454262,0.916356972,7.749930169,2.145314714
50,4,9,6,59,California,Orange County,3010232,3010266,3017866,3056084,3089343,3120180,3144961,3169776,7600,38218,33259,30837,24781,24815,9304,38238,37842,37621,37706,37776,4316,17679,17819,18757,19383,19480,4988,20559,20023,18864,18323,18296,2348,12271,11605,12958,14981,15061,329,6052,1900,-1527,-7439,-10049,2677,18323,13505,11431,7542,5012,-65,-664,-269,542,-1084,1507,39273,40257,41132,43192,43562,43400,43952,12.59081817,12.31549899,12.11719483,12.03676023,11.96439377,5.821253056,5.799108833,6.041365818,6.18757024,6.169694795,6.76956511,6.516390155,6.075829013,5.849189986,5.794698972,4.040533755,3.776792076,4.173589501,4.782334508,4.770111566,1.992772413,0.618345967,-0.491825217,-2.374727081,-3.182713706,6.033306168,4.395138043,3.681764284,2.407607427,1.58739786
50,4,9,6,61,California,Placer County,348432,348494,350234,356832,361215,366858,371105,375391,1740,6598,4383,5643,4247,4286,953,3851,3692,3691,3697,3735,711,2813,2802,2886,3041,3010,242,1038,890,805,656,725,154,497,492,539,643,660,1356,4668,3060,4460,2573,2901,1510,5165,3552,4999,3216,3561,-12,395,-59,-161,375,0,3807,3783,3749,3807,3841,3853,3882,10.89290109,10.28344941,10.1390932,10.01947252,10.00675154,7.956824398,7.804503048,7.927776473,8.241605609,8.064343279,2.936076689,2.478946364,2.211316722,1.777866912,1.942408265,1.405809359,1.370383833,1.480620762,1.742634793,1.768261317,13.20385933,8.52311896,12.25151874,6.973249336,7.772312243,14.60966869,9.893502793,13.7321395,8.71588413,9.54057356
50,4,9,6,63,California,Plumas County,20007,20007,19918,19684,19326,18841,18570,18409,-89,-234,-358,-485,-271,-161,41,168,157,147,159,154,87,225,205,265,217,211,-46,-57,-48,-118,-58,-57,2,10,9,10,12,11,-47,-203,-316,-320,-248,-66,-45,-193,-307,-310,-236,-55,2,16,-3,-57,23,-49,277,277,277,279,277,277,277,8.484419979,8.049218149,7.702989494,8.500173746,8.329051624,11.36306247,10.51012561,13.8863416,11.60086606,11.41188242,-2.878642493,-2.46090746,-6.18335211,-3.10069231,-3.082830796,0.505024999,0.461420149,0.524012891,0.641522547,0.594932259,-10.25200747,-16.20097411,-16.7684125,-13.25813263,-3.569593553,-9.746982476,-15.73955396,-16.24439961,-12.61661009,-2.974661294
50,4,9,6,65,California,Riverside County,2189641,2189760,2202286,2237433,2267556,2295816,2328329,2361026,12526,35147,30123,28260,32513,32697,7219,30999,30094,29924,30561,30828,3375,14468,14611,14993,15837,16108,3844,16531,15483,14931,14724,14720,551,3993,3720,4095,4834,4973,7771,14127,11095,9010,12266,11822,8322,18120,14815,13105,17100,16795,360,496,-175,224,689,1182,35945,35586,35160,35768,34335,33618,33280,13.9643973,13.36029899,13.11486331,13.21801111,13.14807687,6.5175296,6.486586316,6.571018098,6.849698701,6.870027968,7.446867696,6.873712677,6.543845209,6.368312412,6.2780489,1.798762489,1.651502368,1.794725479,2.090764887,2.120973993,6.363916275,4.925650207,3.948834327,5.305196961,5.042058023,8.162678764,6.577152575,5.743559806,7.395961848,7.163032016
50,4,9,6,67,California,Sacramento County,1418788,1418742,1422010,1435548,1448466,1462338,1481474,1501335,3268,13538,12918,13872,19136,19861,5026,20194,19537,19410,19687,19781,2489,10196,10452,10436,11091,11188,2537,9998,9085,8974,8596,8593,890,4637,4629,5156,5936,5973,-82,-1022,-627,-868,4514,4112,808,3615,4002,4288,10450,10085,-77,-75,-169,610,90,1183,23787,23752,23733,23326,22250,23213,23132,14.13374637,13.54847792,13.33652146,13.37517477,13.26333667,7.136163116,7.248231111,7.170527456,7.535127923,7.501653643,6.997583251,6.300246809,6.165994,5.840046851,5.761683031,3.245428439,3.210109244,3.542663814,4.032866229,4.004949697,-0.715296067,-0.434810649,-0.596398796,3.066771927,2.757132622,2.530132372,2.775298594,2.946265018,7.099638156,6.762082319
50,4,9,6,69,California,San Benito County,55269,55269,55557,56197,56885,57605,58308,58792,288,640,688,720,703,484,190,763,716,741,758,769,35,268,276,321,315,303,155,495,440,420,443,466,10,61,42,49,66,68,118,108,208,227,212,-32,128,169,250,276,278,36,5,-24,-2,24,-18,-18,289,322,415,410,403,396,400,13.65499222,12.66337702,12.94436195,13.0787746,13.13407344,4.796248904,4.881413488,5.607476636,5.435110816,5.175064048,8.858743311,7.781963531,7.336885318,7.643663782,7.959009394,1.091683519,0.742823792,0.855969954,1.138785123,1.161400512,1.932816722,3.678746396,3.965411826,3.657915851,-0.546541418,3.024500242,4.421570188,4.82138178,4.796700974,0.614859095
